TIMESTAMP_x,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep) 
 04/12  03:45:00,12.6,12.5999939,100
 04/12  04:00:00,12.8,12.79999503,100
 04/12  04:15:00,12.85,12.84999679,100
 04/12  04:30:00,12.9,12.89999371,100
 04/12  04:45:00,12.95,12.94999208,100
 04/12  05:00:00,13,12.99999616,100
 04/12  05:15:00,13,12.99999616,100
 04/12  05:30:00,13,12.99999616,100
 04/12  05:45:00,13,12.99999616,100
 04/12  06:00:00,13,12.99999616,100
 04/12  06:15:00,12.95,12.94999695,100
 04/12  06:30:00,12.9,12.8999939,100
 04/12  06:45:00,12.85,12.84999847,100
 04/12  07:00:00,12.8,12.79999542,100
 04/12  07:15:00,12.85,12.84999847,100
 04/12  07:30:00,12.9,12.8999939,100
 04/12  07:45:00,12.95,12.94999695,100
 04/12  08:00:00,13,12.99999616,100
 04/12  08:15:00,13.25,13.24999474,100
 04/12  08:30:00,13.5,13.49999864,100
 04/12  08:45:00,13.75,13.74999369,100
 04/12  09:00:00,14,13.99999527,100
 04/12  09:15:00,14.4,14.18492847,97.75
 04/12  09:30:00,14.8,14.36305139,95.5
 04/12  09:45:00,15.2,14.53420183,93.25
 04/12  10:00:00,15.6,14.69822262,91
 04/12  10:15:00,15.95,14.80659535,88.75
 04/12  10:30:00,16.3,14.90817327,86.5
 04/12  10:45:00,16.65,15.00278942,84.25
 04/12  11:00:00,17,15.09027254,82
 04/12  11:15:00,17,15.25432391,83.5
 04/12  11:30:00,17,15.41745877,85
 04/12  11:45:00,17,15.57967936,86.5
 04/12  12:00:00,17,15.74099361,88
 04/12  12:15:00,16.925,15.72224776,88.5
 04/12  12:30:00,16.85,15.70316388,89
 04/12  12:45:00,16.775,15.68373549,89.5
 04/12  13:00:00,16.7,15.66396846,90
 04/12  13:15:00,17.025,15.92593731,89.5
 04/12  13:30:00,17.35,16.18680245,89
 04/12  13:45:00,17.675,16.44654574,88.5
 04/12  14:00:00,18,16.70517529,88
 04/12  14:15:00,18,16.87029502,89.5
 04/12  14:30:00,18,17.03446067,91
 04/12  14:45:00,18,17.19768256,92.5
 04/12  15:00:00,18,17.35997474,94
 04/12  15:15:00,18.075,17.16199733,91.5
 04/12  15:30:00,18.15,16.9601839,89
 04/12  15:45:00,18.225,16.75446319,86.5
 04/12  16:00:00,18.3,16.54472988,84
 04/12  16:15:00,18.975,17.01354912,82.5
 04/12  16:30:00,19.65,17.47471259,81
 04/12  16:45:00,20.325,17.92806742,79.5
 04/12  17:00:00,21,18.37347978,78
 04/12  17:15:00,20.75,18.29549146,79.25
 04/12  17:30:00,20.5,18.21453192,80.5
 04/12  17:45:00,20.25,18.13065418,81.75
 04/12  18:00:00,20,18.04390394,83
 04/12  18:15:00,19.575,17.75818572,84
 04/12  18:30:00,19.15,17.46926371,85
 04/12  18:45:00,18.725,17.17718301,86
 04/12  19:00:00,18.3,16.88197489,87
 04/12  19:15:00,18.225,16.83776774,87.25
 04/12  19:30:00,18.15,16.79341268,87.5
 04/12  19:45:00,18.075,16.74891596,87.75
 04/12  20:00:00,18,16.70426949,88
 04/12  20:15:00,17.75,16.62727582,89.5
 04/12  20:30:00,17.5,16.54702167,91
 04/12  20:45:00,17.25,16.46356314,92.5
 04/12  21:00:00,17,16.37695621,94
 04/12  21:15:00,17.05,16.3997806,93.75
 04/12  21:30:00,17.1,16.42252094,93.5
 04/12  21:45:00,17.15,16.44515992,93.25
 04/12  22:00:00,17.2,16.46770276,93
 04/12  22:15:00,17.15,16.44515992,93.25
 04/12  22:30:00,17.1,16.42252094,93.5
 04/12  22:45:00,17.05,16.3997806,93.75
 04/12  23:00:00,17,16.37695621,94
 04/12  23:15:00,17.05,16.32072344,93
 04/12  23:30:00,17.1,16.26380095,92
 04/12  23:45:00,17.15,16.20617876,91
 04/12  24:00:00,17.2,16.1478453,90
 04/13  00:15:00,17.075,16.10652393,90.75
 04/13  00:30:00,16.95,16.06439987,91.5
 04/13  00:45:00,16.825,16.02149499,92.25
 04/13  01:00:00,16.7,15.97780072,93
 04/13  01:15:00,16.775,15.9200468,91.75
 04/13  01:30:00,16.85,15.8611051,90.5
 04/13  01:45:00,16.925,15.80096719,89.25
 04/13  02:00:00,17,15.73962402,88
 04/13  02:15:00,16.75,15.49848536,88
 04/13  02:30:00,16.5,15.25735,88
 04/13  02:45:00,16.25,15.01621861,88
 04/13  03:00:00,16,14.77509106,88
 04/13  03:15:00,15.75,14.74022269,90
 04/13  03:30:00,15.5,14.70084009,92
 04/13  03:45:00,15.25,14.65703886,94
 04/13  04:00:00,15,14.60890628,96
 04/13  04:15:00,15.25,14.65697809,94
 04/13  04:30:00,15.5,14.7006864,92
 04/13  04:45:00,15.75,14.7399391,90
 04/13  05:00:00,16,14.77462953,88
 04/13  05:15:00,16.125,14.86899213,87.75
 04/13  05:30:00,16.25,14.96313494,87.5
 04/13  05:45:00,16.375,15.05705886,87.25
 04/13  06:00:00,16.5,15.15076443,87
 04/13  06:15:00,16.825,15.38273351,86.25
 04/13  06:30:00,17.15,15.61295125,85.5
 04/13  06:45:00,17.475,15.84140686,84.75
 04/13  07:00:00,17.8,16.06808359,84
 04/13  07:15:00,18.1,16.32551808,83.75
 04/13  07:30:00,18.4,16.58244862,83.5
 04/13  07:45:00,18.7,16.83888267,83.25
 04/13  08:00:00,19,17.09481501,83
 04/13  08:15:00,19.5,17.27355114,80.5
 04/13  08:30:00,20,17.44079131,78
 04/13  08:45:00,20.5,17.59617521,75.5
 04/13  09:00:00,21,17.73930049,73
 04/13  09:15:00,21.3,17.85138836,71.75
 04/13  09:30:00,21.6,17.9597758,70.5
 04/13  09:45:00,21.9,18.06439196,69.25
 04/13  10:00:00,22.2,18.1651649,68
 04/13  10:15:00,22.4,18.24185527,67.25
 04/13  10:30:00,22.6,18.31701222,66.5
 04/13  10:45:00,22.8,18.39063623,65.75
 04/13  11:00:00,23,18.4626962,65
 04/13  11:15:00,23,18.46232377,65
 04/13  11:30:00,23,18.46195518,65
 04/13  11:45:00,23,18.46157977,65
 04/13  12:00:00,23,18.46120374,65
 04/13  12:15:00,23.1,18.40737343,64
 04/13  12:30:00,23.2,18.35198428,63
 04/13  12:45:00,23.3,18.29499284,62
 04/13  13:00:00,23.4,18.23639888,61
 04/13  13:15:00,23.55,18.21990285,60
 04/13  13:30:00,23.7,18.20136517,59
 04/13  13:45:00,23.85,18.18074066,58
 04/13  14:00:00,24,18.15801381,57
 04/13  14:15:00,24,18.30890141,58
 04/13  14:30:00,24,18.45898649,59
 04/13  14:45:00,24,18.60827113,60
 04/13  15:00:00,24,18.7567621,61
 04/13  15:15:00,23.7,18.60594194,61.75
 04/13  15:30:00,23.4,18.45286453,62.5
 04/13  15:45:00,23.1,18.29756979,63.25
 04/13  16:00:00,22.8,18.14007227,64
 04/13  16:15:00,22.6,18.13841689,65.25
 04/13  16:30:00,22.4,18.13373174,66.5
 04/13  16:45:00,22.2,18.12606147,67.75
 04/13  17:00:00,22,18.11546183,69
 04/13  17:15:00,21.75,18.18971936,71.25
 04/13  17:30:00,21.5,18.2566113,73.5
 04/13  17:45:00,21.25,18.31635113,75.75
 04/13  18:00:00,21,18.36914041,78
 04/13  18:15:00,20.9,18.27585634,78
 04/13  18:30:00,20.8,18.18257138,78
 04/13  18:45:00,20.7,18.08929221,78
 04/13  19:00:00,20.6,17.99601651,78
 04/13  19:15:00,20.2,17.92840697,80.5
 04/13  19:30:00,19.8,17.85079457,83
 04/13  19:45:00,19.4,17.7634996,85.5
 04/13  20:00:00,19,17.66680195,88
 04/13  20:15:00,19.25,17.76435648,86.75
 04/13  20:30:00,19.5,17.85921393,85.5
 04/13  20:45:00,19.75,17.9513222,84.25
 04/13  21:00:00,20,18.04063561,83
 04/13  21:15:00,19.85,18.01717775,84
 04/13  21:30:00,19.7,17.99222842,85
 04/13  21:45:00,19.55,17.96579858,86
 04/13  22:00:00,19.4,17.93791642,87
 04/13  22:15:00,19.3,17.87052137,87.25
 04/13  22:30:00,19.2,17.80295325,87.5
 04/13  22:45:00,19.1,17.73518948,87.75
 04/13  23:00:00,19,17.66725228,88
 04/13  23:15:00,18.975,17.61467835,87.75
 04/13  23:30:00,18.95,17.56211786,87.5
 04/13  23:45:00,18.925,17.5095599,87.25
 04/13  24:00:00,18.9,17.45702222,87
 04/14  00:15:00,18.75,17.39776106,87.75
 04/14  00:30:00,18.6,17.33754383,88.5
 04/14  00:45:00,18.45,17.2763818,89.25
 04/14  01:00:00,18.3,17.21427051,90
 04/14  01:15:00,18.225,17.251669,91
 04/14  01:30:00,18.15,17.28819018,92
 04/14  01:45:00,18.075,17.32385695,93
 04/14  02:00:00,18,17.35866023,94
 04/14  02:15:00,17.75,17.27360378,95.5
 04/14  02:30:00,17.5,17.18544114,97
 04/14  02:45:00,17.25,17.0942191,98.5
 04/14  03:00:00,17,16.99999509,100
 04/14  03:15:00,17.05,16.86915211,98.25
 04/14  03:30:00,17.1,16.73662315,96.5
 04/14  03:45:00,17.15,16.60238895,94.75
 04/14  04:00:00,17.2,16.46640604,93
 04/14  04:15:00,17.15,16.52326098,94
 04/14  04:30:00,17.1,16.57942014,95
 04/14  04:45:00,17.05,16.63489446,96
 04/14  05:00:00,17,16.68968118,97
 04/14  05:15:00,17,16.76759062,97.75
 04/14  05:30:00,17,16.84527778,98.5
 04/14  05:45:00,17,16.92274402,99.25
 04/14  06:00:00,17,16.99999509,100
 04/14  06:15:00,17.2,17.01841744,98.25
 04/14  06:30:00,17.4,17.03364762,96.5
 04/14  06:45:00,17.6,17.04563338,94.75
 04/14  07:00:00,17.8,17.05431441,93
 04/14  07:15:00,18.1,17.21193571,91.75
 04/14  07:30:00,18.4,17.36665475,90.5
 04/14  07:45:00,18.7,17.51844166,89.25
 04/14  08:00:00,19,17.66725228,88
 04/14  08:15:00,19.75,17.95191974,84.25
 04/14  08:30:00,20.5,18.21149591,80.5
 04/14  08:45:00,21.25,18.44476243,76.75
 04/14  09:00:00,22,18.65040283,73
 04/14  09:15:00,22.325,18.71347867,71.25
 04/14  09:30:00,22.65,18.77033798,69.5
 04/14  09:45:00,22.975,18.82083091,67.75
 04/14  10:00:00,23.3,18.86477655,66
 04/14  10:15:00,23.725,19.06308049,64.75
 04/14  10:30:00,24.15,19.25604929,63.5
 04/14  10:45:00,24.575,19.44359068,62.25
 04/14  11:00:00,25,19.62558182,61
 04/14  11:15:00,25.25,19.57239834,59.25
 04/14  11:30:00,25.5,19.51273266,57.5
 04/14  11:45:00,25.75,19.44640812,55.75
 04/14  12:00:00,26,19.37321971,54
 04/14  12:15:00,26.3,19.33462214,52.25
 04/14  12:30:00,26.6,19.28794434,50.5
 04/14  12:45:00,26.9,19.23292811,48.75
 04/14  13:00:00,27.2,19.16930309,47
 04/14  13:15:00,27.15,19.03971955,46.5
 04/14  13:30:00,27.1,18.91008503,46
 04/14  13:45:00,27.05,18.78039761,45.5
 04/14  14:00:00,27,18.6506599,45
 04/14  14:15:00,27.25,18.98386125,45.75
 04/14  14:30:00,27.5,19.31839818,46.5
 04/14  14:45:00,27.75,19.65423976,47.25
 04/14  15:00:00,28,19.99136952,48
 04/14  15:15:00,27.675,19.90477692,49
 04/14  15:30:00,27.35,19.81388399,50
 04/14  15:45:00,27.025,19.71877336,51
 04/14  16:00:00,26.7,19.61952139,52
 04/14  16:15:00,26.775,19.63896205,51.75
 04/14  16:30:00,26.85,19.65814822,51.5
 04/14  16:45:00,26.925,19.67709242,51.25
 04/14  17:00:00,27,19.69578251,51
 04/14  17:15:00,26.25,19.65742572,54.5
 04/14  17:30:00,25.5,19.58321642,58
 04/14  17:45:00,24.75,19.47527147,61.5
 04/14  18:00:00,24,19.33550055,65
 04/14  18:15:00,23.825,19.39729001,66.5
 04/14  18:30:00,23.65,19.45529088,68
 04/14  18:45:00,23.475,19.50958663,69.5
 04/14  19:00:00,23.3,19.56025219,71
 04/14  19:15:00,22.975,19.50395894,72.75
 04/14  19:30:00,22.65,19.44150961,74.5
 04/14  19:45:00,22.325,19.37304572,76.25
 04/14  20:00:00,22,19.29871953,78
 04/14  20:15:00,22,19.29871953,78
 04/14  20:30:00,22,19.29871953,78
 04/14  20:45:00,22,19.29871953,78
 04/14  21:00:00,22,19.29871953,78
 04/14  21:15:00,21.75,19.22537038,79.25
 04/14  21:30:00,21.5,19.14900028,80.5
 04/14  21:45:00,21.25,19.06965886,81.75
 04/14  22:00:00,21,18.98738944,83
 04/14  22:15:00,21,18.98738944,83
 04/14  22:30:00,21,18.98738944,83
 04/14  22:45:00,21,18.98738944,83
 04/14  23:00:00,21,18.98738944,83
 04/14  23:15:00,20.9,18.83106664,82.5
 04/14  23:30:00,20.8,18.67492944,82
 04/14  23:45:00,20.7,18.5189935,81.5
 04/14  24:00:00,20.6,18.363243,81
 04/15  00:15:00,20.45,18.31334306,81.75
 04/15  00:30:00,20.3,18.26240072,82.5
 04/15  00:45:00,20.15,18.21043223,83.25
 04/15  01:00:00,20,18.15744414,84
 04/15  01:15:00,20,18.12763232,83.75
 04/15  01:30:00,20,18.09779667,83.5
 04/15  01:45:00,20,18.06791812,83.25
 04/15  02:00:00,20,18.03801602,83
 04/15  02:15:00,19.75,17.94890193,84.25
 04/15  02:30:00,19.5,17.8570008,85.5
 04/15  02:45:00,19.25,17.76235204,86.75
 04/15  03:00:00,19,17.66499522,88
 04/15  03:15:00,19.1,17.73288079,87.75
 04/15  03:30:00,19.2,17.80059171,87.5
 04/15  03:45:00,19.3,17.86811335,87.25
 04/15  04:00:00,19.4,17.93545666,87
 04/15  04:15:00,19.55,18.10889415,87.25
 04/15  04:30:00,19.7,18.2825416,87.5
 04/15  04:45:00,19.85,18.45637622,87.75
 04/15  05:00:00,20,18.63042291,88
 04/15  05:15:00,19.5,18.49230329,91
 04/15  05:30:00,19,18.34089878,94
 04/15  05:45:00,18.5,18.17666022,97
 04/15  06:00:00,18,17.99999602,100
 04/15  06:15:00,18.075,17.99540594,99.25
 04/15  06:30:00,18.15,17.99027222,98.5
 04/15  06:45:00,18.225,17.98458225,97.75
 04/15  07:00:00,18.3,17.97834127,97
 04/15  07:15:00,18.475,18.07051577,96.25
 04/15  07:30:00,18.65,18.16171152,95.5
 04/15  07:45:00,18.825,18.25191423,94.75
 04/15  08:00:00,19,18.34112057,94
 04/15  08:15:00,19.25,18.41850589,92.5
 04/15  08:30:00,19.5,18.49263656,91
 04/15  08:45:00,19.75,18.56344384,89.5
 04/15  09:00:00,20,18.63087033,88
 04/15  09:15:00,20,18.68932421,88.5
 04/15  09:30:00,20,18.74765153,89
 04/15  09:45:00,20,18.80585068,89.5
 04/15  10:00:00,20,18.86392954,90
 04/15  10:15:00,20.75,19.23511702,87
 04/15  10:30:00,21.5,19.58764868,84
 04/15  10:45:00,22.25,19.92081028,81
 04/15  11:00:00,23,20.23384218,78
 04/15  11:15:00,23.75,20.49160818,74.75
 04/15  11:30:00,24.5,20.72502655,71.5
 04/15  11:45:00,25.25,20.93292484,68.25
 04/15  12:00:00,26,21.11400511,65
 04/15  12:15:00,26.3,21.10804746,63.25
 04/15  12:30:00,26.6,21.09505709,61.5
 04/15  12:45:00,26.9,21.07483311,59.75
 04/15  13:00:00,27.2,21.04715986,58
 04/15  13:15:00,27.4,21.09386246,57.25
 04/15  13:30:00,27.6,21.13867236,56.5
 04/15  13:45:00,27.8,21.18156245,55.75
 04/15  14:00:00,28,21.22251063,55
 04/15  14:15:00,28,21.22251063,55
 04/15  14:30:00,28,21.22251063,55
 04/15  14:45:00,28,21.22251063,55
 04/15  15:00:00,28,21.22251063,55
 04/15  15:15:00,27.8,20.96753214,54.5
 04/15  15:30:00,27.6,20.71322439,54
 04/15  15:45:00,27.4,20.45957866,53.5
 04/15  16:00:00,27.2,20.20661801,53
 04/15  16:15:00,27.15,20.2072717,53.25
 04/15  16:30:00,27.1,20.20774145,53.5
 04/15  16:45:00,27.05,20.20803337,53.75
 04/15  17:00:00,27,20.20815152,54
 04/15  17:15:00,26,20.13405709,58.75
 04/15  17:30:00,25,19.99848837,63.5
 04/15  17:45:00,24,19.80606827,68.25
 04/15  18:00:00,23,19.56085165,73
 04/15  18:15:00,23.225,19.69852714,72.5
 04/15  18:30:00,23.45,19.83524182,72
 04/15  18:45:00,23.675,19.97097924,71.5
 04/15  19:00:00,23.9,20.10574319,71
 04/15  19:15:00,23.775,20.0623752,71.5
 04/15  19:30:00,23.65,20.01836392,72
 04/15  19:45:00,23.525,19.9737111,72.5
 04/15  20:00:00,23.4,19.92842484,73
 04/15  20:15:00,23.3,19.83679848,73
 04/15  20:30:00,23.2,19.74517665,73
 04/15  20:45:00,23.1,19.65355293,73
 04/15  21:00:00,23,19.56194345,73
 04/15  21:15:00,22.75,19.50140754,74.25
 04/15  21:30:00,22.5,19.43760405,75.5
 04/15  21:45:00,22.25,19.37060107,76.75
 04/15  22:00:00,22,19.30044827,78
 04/15  22:15:00,21.75,19.22698714,79.25
 04/15  22:30:00,21.5,19.15051166,80.5
 04/15  22:45:00,21.25,19.07106033,81.75
 04/15  23:00:00,21,18.98868869,83
 04/15  23:15:00,21.025,19.04313863,83.25
 04/15  23:30:00,21.05,19.09759657,83.5
 04/15  23:45:00,21.075,19.15206189,83.75
 04/15  24:00:00,21.1,19.20652427,84
 04/16  00:15:00,20.975,19.17893899,84.75
 04/16  00:30:00,20.85,19.15044563,85.5
 04/16  00:45:00,20.725,19.1210646,86.25
 04/16  01:00:00,20.6,19.09079903,87
 04/16  01:15:00,20.45,18.97620793,87.25
 04/16  01:30:00,20.3,18.86134831,87.5
 04/16  01:45:00,20.15,18.74624139,87.75
 04/16  02:00:00,20,18.63087033,88
 04/16  02:15:00,20,18.63087033,88
 04/16  02:30:00,20,18.63087033,88
 04/16  02:45:00,20,18.63087033,88
 04/16  03:00:00,20,18.63087033,88
 04/16  03:15:00,20,18.68932421,88.5
 04/16  03:30:00,20,18.74765153,89
 04/16  03:45:00,20,18.80585068,89.5
 04/16  04:00:00,20,18.86392954,90
 04/16  04:15:00,20,18.80585068,89.5
 04/16  04:30:00,20,18.74765153,89
 04/16  04:45:00,20,18.68932421,88.5
 04/16  05:00:00,20,18.63087033,88
 04/16  05:15:00,20,18.63098013,88
 04/16  05:30:00,20,18.63109454,88
 04/16  05:45:00,20,18.63120816,88
 04/16  06:00:00,20,18.63132023,88
 04/16  06:15:00,20.15,18.7468113,87.75
 04/16  06:30:00,20.3,18.86205224,87.5
 04/16  06:45:00,20.45,18.97704246,87.25
 04/16  07:00:00,20.6,19.09176812,87
 04/16  07:15:00,21.2,19.24152391,83.5
 04/16  07:30:00,21.8,19.37097672,80
 04/16  07:45:00,22.4,19.47920846,76.5
 04/16  08:00:00,23,19.56520657,73
 04/16  08:15:00,23.5,19.88540793,72
 04/16  08:30:00,24,20.2013807,71
 04/16  08:45:00,24.5,20.51306029,70
 04/16  09:00:00,25,20.82038786,69
 04/16  09:15:00,25.275,20.80989353,67.25
 04/16  09:30:00,25.55,20.79321312,65.5
 04/16  09:45:00,25.825,20.77019013,63.75
 04/16  10:00:00,26.1,20.74063949,62
 04/16  10:15:00,26.325,20.77989756,61
 04/16  10:30:00,26.55,20.8163739,60
 04/16  10:45:00,26.775,20.85002861,59
 04/16  11:00:00,27,20.88081753,58
 04/16  11:15:00,27.5,20.76491374,54.75
 04/16  11:30:00,28,20.62304267,51.5
 04/16  11:45:00,28.5,20.45368366,48.25
 04/16  12:00:00,29,20.25516289,45
 04/16  12:15:00,29.25,20.45487645,45
 04/16  12:30:00,29.5,20.65463816,45
 04/16  12:45:00,29.75,20.85444237,45
 04/16  13:00:00,30,21.0542936,45
 04/16  13:15:00,29.75,20.99784279,45.75
 04/16  13:30:00,29.5,20.93873204,46.5
 04/16  13:45:00,29.25,20.87700052,47.25
 04/16  14:00:00,29,20.81270274,48
 04/16  14:15:00,28.75,20.92844569,49.75
 04/16  14:30:00,28.5,21.03617323,51.5
 04/16  14:45:00,28.25,21.13613654,53.25
 04/16  15:00:00,28,21.22856506,55
 04/16  15:15:00,28.35,21.61146836,55.5
 04/16  15:30:00,28.7,21.99575923,56
 04/16  15:45:00,29.05,22.38141616,56.5
 04/16  16:00:00,29.4,22.76843644,57
 04/16  16:15:00,29.05,22.20616878,55.5
 04/16  16:30:00,28.7,21.64607986,54
 04/16  16:45:00,28.35,21.08825777,52.5
 04/16  17:00:00,28,20.53283238,51
 04/16  17:15:00,27.75,20.45675769,51.75
 04/16  17:30:00,27.5,20.37830853,52.5
 04/16  17:45:00,27.25,20.29752893,53.25
 04/16  18:00:00,27,20.21444431,54
 04/16  18:15:00,26.65,20.0031221,54.5
 04/16  18:30:00,26.3,19.79003216,55
 04/16  18:45:00,25.95,19.57519354,55.5
 04/16  19:00:00,25.6,19.35861235,56
 04/16  19:15:00,25.45,19.42948399,57.25
 04/16  19:30:00,25.3,19.49727682,58.5
 04/16  19:45:00,25.15,19.56206001,59.75
 04/16  20:00:00,25,19.62388339,61
 04/16  20:15:00,24.75,19.70799885,63
 04/16  20:30:00,24.5,19.78474772,65
 04/16  20:45:00,24.25,19.85434584,67
 04/16  21:00:00,24,19.91699459,69
 04/16  21:15:00,23.975,20.1422515,70.75
 04/16  21:30:00,23.95,20.36492636,72.5
 04/16  21:45:00,23.925,20.58504733,74.25
 04/16  22:00:00,23.9,20.80267547,76
 04/16  22:15:00,23.675,20.66206366,76.5
 04/16  22:30:00,23.45,20.52052451,77
 04/16  22:45:00,23.225,20.37806639,77.5
 04/16  23:00:00,23,20.23469448,78
 04/16  23:15:00,23.075,20.23827613,77.5
 04/16  23:30:00,23.15,20.2414377,77
 04/16  23:45:00,23.225,20.24418288,76.5
 04/16  24:00:00,23.3,20.2464967,76
 04/17  00:15:00,23.025,20.09184605,76.75
 04/17  00:30:00,22.75,19.93542787,77.5
 04/17  00:45:00,22.475,19.77726263,78.25
 04/17  01:00:00,22.2,19.61738004,79
 04/17  01:15:00,22.15,19.53828712,78.75
 04/17  01:30:00,22.1,19.45924472,78.5
 04/17  01:45:00,22.05,19.38024955,78.25
 04/17  02:00:00,22,19.30130805,78
 04/17  02:15:00,21.75,19.22779907,79.25
 04/17  02:30:00,21.5,19.15126763,80.5
 04/17  02:45:00,21.25,19.07176486,81.75
 04/17  03:00:00,21,18.98933921,83
 04/17  03:15:00,21.025,18.85903366,81.75
 04/17  03:30:00,21.05,18.72764642,80.5
 04/17  03:45:00,21.075,18.59516288,79.25
 04/17  04:00:00,21.1,18.46156097,78
 04/17  04:15:00,21.325,18.67147259,78
 04/17  04:30:00,21.55,18.88139864,78
 04/17  04:45:00,21.775,19.09134224,78
 04/17  05:00:00,22,19.30130805,78
 04/17  05:15:00,21.75,19.22779907,79.25
 04/17  05:30:00,21.5,19.15126763,80.5
 04/17  05:45:00,21.25,19.07176486,81.75
 04/17  06:00:00,21,18.98933921,83
 04/17  06:15:00,21.3,19.05690183,81.25
 04/17  06:30:00,21.6,19.11930857,79.5
 04/17  06:45:00,21.9,19.17644696,77.75
 04/17  07:00:00,22.2,19.22818426,76
 04/17  07:15:00,22.65,19.41219103,74.25
 04/17  07:30:00,23.1,19.58867223,72.5
 04/17  07:45:00,23.55,19.75743015,70.75
 04/17  08:00:00,24,19.91827118,69
 04/17  08:15:00,24.5,20.07933256,67
 04/17  08:30:00,25,20.2296478,65
 04/17  08:45:00,25.5,20.36888393,63
 04/17  09:00:00,26,20.49666602,61
 04/17  09:15:00,26.45,20.76951841,60.25
 04/17  09:30:00,26.9,21.0391384,59.5
 04/17  09:45:00,27.35,21.30547809,58.75
 04/17  10:00:00,27.8,21.56848776,58
 04/17  10:15:00,28.6,21.7382686,55
 04/17  10:30:00,29.4,21.87642136,52
 04/17  10:45:00,30.2,21.98105185,49
 04/17  11:00:00,31,22.05008001,46
 04/17  11:15:00,31.25,21.85028686,44
 04/17  11:30:00,31.5,21.63896216,42
 04/17  11:45:00,31.75,21.41564432,40
 04/17  12:00:00,32,21.17983111,38
 04/17  12:15:00,32.325,21.26156345,37.25
 04/17  12:30:00,32.65,21.33932705,36.5
 04/17  12:45:00,32.975,21.41302504,35.75
 04/17  13:00:00,33.3,21.48258979,35
 04/17  13:15:00,33.475,21.43876252,34.25
 04/17  13:30:00,33.65,21.39211321,33.5
 04/17  13:45:00,33.825,21.34256225,32.75
 04/17  14:00:00,34,21.2900755,32
 04/17  14:15:00,34,21.16828082,31.5
 04/17  14:30:00,34,21.04590095,31
 04/17  14:45:00,34,20.92293049,30.5
 04/17  15:00:00,34,20.79937586,30
 04/17  15:15:00,33.975,20.78158993,30
 04/17  15:30:00,33.95,20.76381673,30
 04/17  15:45:00,33.925,20.74604234,30
 04/17  16:00:00,33.9,20.72826661,30
 04/17  16:15:00,33.675,20.80963515,31
 04/17  16:30:00,33.45,20.88577419,32
 04/17  16:45:00,33.225,20.9568154,33
 04/17  17:00:00,33,21.02290012,34
 04/17  17:15:00,32.75,21.06640727,35
 04/17  17:30:00,32.5,21.10483108,36
 04/17  17:45:00,32.25,21.13829023,37
 04/17  18:00:00,32,21.16691822,38
 04/17  18:15:00,31.5,21.05267567,39.25
 04/17  18:30:00,31,20.92862366,40.5
 04/17  18:45:00,30.5,20.7950533,41.75
 04/17  19:00:00,30,20.65224908,43
 04/17  19:15:00,29.5,20.83477279,46
 04/17  19:30:00,29,20.98964395,49
 04/17  19:45:00,28.5,21.11841926,52
 04/17  20:00:00,28,21.22251063,55
 04/17  20:15:00,27.75,21.30842839,56.75
 04/17  20:30:00,27.5,21.38719311,58.5
 04/17  20:45:00,27.25,21.45901276,60.25
 04/17  21:00:00,27,21.52408373,62
 04/17  21:15:00,26.775,21.52534678,63.25
 04/17  21:30:00,26.55,21.52290877,64.5
 04/17  21:45:00,26.325,21.51683204,65.75
 04/17  22:00:00,26.1,21.50719352,67
 04/17  22:15:00,25.825,21.33636331,67.5
 04/17  22:30:00,25.55,21.16431172,68
 04/17  22:45:00,25.275,20.99105369,68.5
 04/17  23:00:00,25,20.8165965,69
 04/17  23:15:00,24.725,20.82131335,70.75
 04/17  23:30:00,24.45,20.8201641,72.5
 04/17  23:45:00,24.175,20.81327315,74.25
 04/17  24:00:00,23.9,20.80080207,76
 04/18  00:15:00,23.75,20.66173709,76
 04/18  00:30:00,23.6,20.52268372,76
 04/18  00:45:00,23.45,20.38364848,76
 04/18  01:00:00,23.3,20.24461121,76
 04/18  01:15:00,23.225,20.24233804,76.5
 04/18  01:30:00,23.15,20.23964456,77
 04/18  01:45:00,23.075,20.2365252,77.5
 04/18  02:00:00,23,20.23298562,78
 04/18  02:15:00,22.75,19.99959837,78
 04/18  02:30:00,22.5,19.76623516,78
 04/18  02:45:00,22.25,19.5329,78
 04/18  03:00:00,22,19.29957966,78
 04/18  03:15:00,21.925,19.32608434,78.75
 04/18  03:30:00,21.85,19.35186154,79.5
 04/18  03:45:00,21.775,19.37693258,80.25
 04/18  04:00:00,21.7,19.40128852,81
 04/18  04:15:00,21.775,19.37693258,80.25
 04/18  04:30:00,21.85,19.35186154,79.5
 04/18  04:45:00,21.925,19.32608434,78.75
 04/18  05:00:00,22,19.29957966,78
 04/18  05:15:00,21.75,19.38531688,80.5
 04/18  05:30:00,21.5,19.46314786,83
 04/18  05:45:00,21.25,19.53331333,85.5
 04/18  06:00:00,21,19.59603025,88
 04/18  06:15:00,21.325,19.66643512,86
 04/18  06:30:00,21.65,19.73057421,84
 04/18  06:45:00,21.975,19.78828852,82
 04/18  07:00:00,22.3,19.83940915,80
 04/18  07:15:00,22.725,19.87826084,77.25
 04/18  07:30:00,23.15,19.90426009,74.5
