TIMESTAMP_x,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep) 
 06/20  20:45:00,24.025,21.92604581,83.5
 06/20  21:00:00,23.9,21.8729645,84
 06/20  21:15:00,23.75,21.82815287,84.75
 06/20  21:30:00,23.6,21.78227957,85.5
 06/20  21:45:00,23.45,21.73535519,86.25
 06/20  22:00:00,23.3,21.68739023,87
 06/20  22:15:00,23.45,21.73523219,86.25
 06/20  22:30:00,23.6,21.78201598,85.5
 06/20  22:45:00,23.75,21.8277313,84.75
 06/20  23:00:00,23.9,21.87236858,84
 06/20  23:15:00,23.75,21.82758772,84.75
 06/20  23:30:00,23.6,21.78174644,85.5
 06/20  23:45:00,23.45,21.73485497,86.25
 06/20  24:00:00,23.3,21.68691323,87
 06/21  00:15:00,23.3,21.81455789,88
 06/21  00:30:00,23.3,21.94158892,89
 06/21  00:45:00,23.3,22.06801038,90
 06/21  01:00:00,23.3,22.19382802,91
 06/21  01:15:00,23.3,22.19382802,91
 06/21  01:30:00,23.3,22.19382802,91
 06/21  01:45:00,23.3,22.19382802,91
 06/21  02:00:00,23.3,22.19382802,91
 06/21  02:15:00,23.3,22.2877324,91.75
 06/21  02:30:00,23.3,22.38130743,92.5
 06/21  02:45:00,23.3,22.47457361,93.25
 06/21  03:00:00,23.3,22.56752476,94
 06/21  03:15:00,23.3,22.47451712,93.25
 06/21  03:30:00,23.3,22.38118035,92.5
 06/21  03:45:00,23.3,22.28751117,91.75
 06/21  04:00:00,23.3,22.1935082,91
 06/21  04:15:00,23.3,22.28751117,91.75
 06/21  04:30:00,23.3,22.38118035,92.5
 06/21  04:45:00,23.3,22.47451712,93.25
 06/21  05:00:00,23.3,22.56752476,94
 06/21  05:15:00,23.45,22.7150498,94
 06/21  05:30:00,23.6,22.86256532,94
 06/21  05:45:00,23.75,23.01008797,94
 06/21  06:00:00,23.9,23.15762553,94
 06/21  06:15:00,24.325,23.2890808,91.75
 06/21  06:30:00,24.75,23.41191669,89.5
 06/21  06:45:00,25.175,23.52588004,87.25
 06/21  07:00:00,25.6,23.63071586,85
 06/21  07:15:00,25.875,23.68736283,83.5
 06/21  07:30:00,26.15,23.73980406,82
 06/21  07:45:00,26.425,23.7879448,80.5
 06/21  08:00:00,26.7,23.831698,79
 06/21  08:15:00,26.7,23.72319126,78.25
 06/21  08:30:00,26.7,23.61422208,77.5
 06/21  08:45:00,26.7,23.50479614,76.75
 06/21  09:00:00,26.7,23.39492065,76
 06/21  09:15:00,27.1,23.43080683,73.75
 06/21  09:30:00,27.5,23.45611733,71.5
 06/21  09:45:00,27.9,23.47046833,69.25
 06/21  10:00:00,28.3,23.47347394,67
 06/21  10:15:00,28.45,23.44625893,66
 06/21  10:30:00,28.6,23.41687618,65
 06/21  10:45:00,28.75,23.38531945,64
 06/21  11:00:00,28.9,23.35153485,63
 06/21  11:15:00,29.025,23.46176351,63
 06/21  11:30:00,29.15,23.57199663,63
 06/21  11:45:00,29.275,23.68224116,63
 06/21  12:00:00,29.4,23.79249415,63
 06/21  12:15:00,29.4,23.79211544,63
 06/21  12:30:00,29.4,23.79173623,63
 06/21  12:45:00,29.4,23.79135496,63
 06/21  13:00:00,29.4,23.7909725,63
 06/21  13:15:00,29.4,23.87507853,63.5
 06/21  13:30:00,29.4,23.95893038,64
 06/21  13:45:00,29.4,24.04252007,64.5
 06/21  14:00:00,29.4,24.1258587,65
 06/21  14:15:00,29.55,24.09112808,64
 06/21  14:30:00,29.7,24.05414056,63
 06/21  14:45:00,29.85,24.01483898,62
 06/21  15:00:00,30,23.97320964,61
 06/21  15:15:00,29.725,23.99075627,62.5
 06/21  15:30:00,29.45,24.00250676,64
 06/21  15:45:00,29.175,24.00858975,65.5
 06/21  16:00:00,28.9,24.00916419,67
 06/21  16:15:00,28.9,24.00916419,67
 06/21  16:30:00,28.9,24.00916419,67
 06/21  16:45:00,28.9,24.00916419,67
 06/21  17:00:00,28.9,24.00916419,67
 06/21  17:15:00,28.75,23.87455236,67
 06/21  17:30:00,28.6,23.73996617,67
 06/21  17:45:00,28.45,23.60538844,67
 06/21  18:00:00,28.3,23.47082904,67
 06/21  18:15:00,28.025,23.42311611,68.25
 06/21  18:30:00,27.75,23.37138131,69.5
 06/21  18:45:00,27.475,23.31568418,70.75
 06/21  19:00:00,27.2,23.25611557,72
 06/21  19:15:00,26.925,23.07999619,72.5
 06/21  19:30:00,26.65,22.90272554,73
 06/21  19:45:00,26.375,22.72431564,73.5
 06/21  20:00:00,26.1,22.54475801,74
 06/21  20:15:00,25.975,22.61149805,75.25
 06/21  20:30:00,25.85,22.67592002,76.5
 06/21  20:45:00,25.725,22.73805342,77.75
 06/21  21:00:00,25.6,22.79794583,79
 06/21  21:15:00,25.45,22.76246845,79.75
 06/21  21:30:00,25.3,22.72582406,80.5
 06/21  21:45:00,25.15,22.68803594,81.25
 06/21  22:00:00,25,22.6491039,82
 06/21  22:15:00,24.85,22.60887123,82.75
 06/21  22:30:00,24.7,22.56755329,83.5
 06/21  22:45:00,24.55,22.52513674,84.25
 06/21  23:00:00,24.4,22.48164569,85
 06/21  23:15:00,24.275,22.46093114,85.75
 06/21  23:30:00,24.15,22.43928388,86.5
 06/21  23:45:00,24.025,22.41671308,87.25
 06/21  24:00:00,23.9,22.39323607,88
 06/22  00:15:00,23.9,22.39323607,88
 06/22  00:30:00,23.9,22.39323607,88
 06/22  00:45:00,23.9,22.39323607,88
 06/22  01:00:00,23.9,22.39323607,88
 06/22  01:15:00,23.9,22.3931282,88
 06/22  01:30:00,23.9,22.39301954,88
 06/22  01:45:00,23.9,22.39290924,88
 06/22  02:00:00,23.9,22.39280705,88
 06/22  02:15:00,23.75,22.34433692,88.75
 06/22  02:30:00,23.6,22.29486629,89.5
 06/22  02:45:00,23.45,22.2443737,90.25
 06/22  03:00:00,23.3,22.19287037,91
 06/22  03:15:00,23.45,22.2443737,90.25
 06/22  03:30:00,23.6,22.29486629,89.5
 06/22  03:45:00,23.75,22.34433692,88.75
 06/22  04:00:00,23.9,22.39280705,88
 06/22  04:15:00,23.9,22.45736099,88.5
 06/22  04:30:00,23.9,22.52175788,89
 06/22  04:45:00,23.9,22.58599805,89.5
 06/22  05:00:00,23.9,22.65008281,90
 06/22  05:15:00,23.9,22.77778683,91
 06/22  05:30:00,23.9,22.90486621,92
 06/22  05:45:00,23.9,23.03134553,93
 06/22  06:00:00,23.9,23.15721113,94
 06/22  06:15:00,24.6,23.46027118,91
 06/22  06:30:00,25.3,23.74545506,88
 06/22  06:45:00,26,24.01206909,85
 06/22  07:00:00,26.7,24.25935862,82
 06/22  07:15:00,27.1,24.20504972,79
 06/22  07:30:00,27.5,24.1356445,76
 06/22  07:45:00,27.9,24.05049252,73
 06/22  08:00:00,28.3,23.94886465,70
 06/22  08:15:00,28.45,24.16421081,70.5
 06/22  08:30:00,28.6,24.37988393,71
 06/22  08:45:00,28.75,24.5958679,71.5
 06/22  09:00:00,28.9,24.81217219,72
 06/22  09:15:00,28.625,24.75605402,73.25
 06/22  09:30:00,28.35,24.69611088,74.5
 06/22  09:45:00,28.075,24.63242098,75.75
 06/22  10:00:00,27.8,24.56503661,77
 06/22  10:15:00,27.65,24.61091489,78.25
 06/22  10:30:00,27.5,24.65426887,79.5
 06/22  10:45:00,27.35,24.69514621,80.75
 06/22  11:00:00,27.2,24.7335801,82
 06/22  11:15:00,27.2,24.73342412,82
 06/22  11:30:00,27.2,24.73325714,82
 06/22  11:45:00,27.2,24.73309797,82
 06/22  12:00:00,27.2,24.73293704,82
 06/22  12:15:00,26.925,24.57890491,82.75
 06/22  12:30:00,26.65,24.42318799,83.5
 06/22  12:45:00,26.375,24.26579483,84.25
 06/22  13:00:00,26.1,24.10674216,85
 06/22  13:15:00,25.4,23.74065622,87.25
 06/22  13:30:00,24.7,23.36171984,89.5
 06/22  13:45:00,24,22.97029351,91.75
 06/22  14:00:00,23.3,22.56668791,94
 06/22  14:15:00,23.3,22.56663809,94
 06/22  14:30:00,23.3,22.56658768,94
 06/22  14:45:00,23.3,22.56653502,94
 06/22  15:00:00,23.3,22.56648158,94
 06/22  15:15:00,23.175,22.44355061,94
 06/22  15:30:00,23.05,22.32062391,94
 06/22  15:45:00,22.925,22.19769442,94
 06/22  16:00:00,22.8,22.07476588,94
 06/22  16:15:00,22.8,22.07476588,94
 06/22  16:30:00,22.8,22.07476588,94
 06/22  16:45:00,22.8,22.07476588,94
 06/22  17:00:00,22.8,22.07476588,94
 06/22  17:15:00,23.2,22.18835874,91.75
 06/22  17:30:00,23.6,22.29373104,89.5
 06/22  17:45:00,24,22.39066379,87.25
 06/22  18:00:00,24.4,22.47890254,85
 06/22  18:15:00,24.125,22.41304596,86.5
 06/22  18:30:00,23.85,22.34321145,88
 06/22  18:45:00,23.575,22.26947325,89.5
 06/22  19:00:00,23.3,22.19191519,91
 06/22  19:15:00,23.45,22.24332795,90.25
 06/22  19:30:00,23.6,22.29373104,89.5
 06/22  19:45:00,23.75,22.34313585,88.75
 06/22  20:00:00,23.9,22.39151151,88
 06/22  20:15:00,23.9,22.4561215,88.5
 06/22  20:30:00,23.9,22.52058347,89
 06/22  20:45:00,23.9,22.58487813,89.5
 06/22  21:00:00,23.9,22.64901681,90
 06/22  21:15:00,23.75,22.72579254,91.75
 06/22  21:30:00,23.6,22.79915397,93.5
 06/22  21:45:00,23.45,22.86916793,95.25
 06/22  22:00:00,23.3,22.93589787,97
 06/22  22:15:00,23.3,22.93587648,97
 06/22  22:30:00,23.3,22.93584409,97
 06/22  22:45:00,23.3,22.93582021,97
 06/22  23:00:00,23.3,22.93579429,97
 06/22  23:15:00,23.45,22.99242459,96.25
 06/22  23:30:00,23.6,23.04809945,95.5
 06/22  23:45:00,23.75,23.1028308,94.75
 06/22  24:00:00,23.9,23.15658849,94
 06/23  00:15:00,23.9,23.15658849,94
 06/23  00:30:00,23.9,23.15658849,94
 06/23  00:45:00,23.9,23.15658849,94
 06/23  01:00:00,23.9,23.15658849,94
 06/23  01:15:00,23.9,23.15658849,94
 06/23  01:30:00,23.9,23.15658849,94
 06/23  01:45:00,23.9,23.15658849,94
 06/23  02:00:00,23.9,23.15658849,94
 06/23  02:15:00,23.75,23.00905236,94
 06/23  02:30:00,23.6,22.86153485,94
 06/23  02:45:00,23.45,22.71401071,94
 06/23  03:00:00,23.3,22.56648158,94
 06/23  03:15:00,23.3,22.47339277,93.25
 06/23  03:30:00,23.3,22.37999601,92.5
 06/23  03:45:00,23.3,22.28627899,91.75
 06/23  04:00:00,23.3,22.19222958,91
 06/23  04:15:00,23.175,22.16422249,91.75
 06/23  04:30:00,23.05,22.13533656,92.5
 06/23  04:45:00,22.925,22.10558908,93.25
 06/23  05:00:00,22.8,22.07497687,94
 06/23  05:15:00,22.8,22.07497687,94
 06/23  05:30:00,22.8,22.07497687,94
 06/23  05:45:00,22.8,22.07497687,94
 06/23  06:00:00,22.8,22.07497687,94
 06/23  06:15:00,22.525,21.7741545,93.75
 06/23  06:30:00,22.25,21.47370823,93.5
 06/23  06:45:00,21.975,21.17363054,93.25
 06/23  07:00:00,21.7,20.87393699,93
 06/23  07:15:00,21.7,20.783958,92.25
 06/23  07:30:00,21.7,20.69368967,91.5
 06/23  07:45:00,21.7,20.60312438,90.75
 06/23  08:00:00,21.7,20.51226594,90
 06/23  08:15:00,21.825,20.45032702,88.5
 06/23  08:30:00,21.95,20.38597477,87
 06/23  08:45:00,22.075,20.31917791,85.5
 06/23  09:00:00,22.2,20.24988836,84
 06/23  09:15:00,22.075,20.22527603,84.75
 06/23  09:30:00,21.95,20.19972624,85.5
 06/23  09:45:00,21.825,20.1732515,86.25
 06/23  10:00:00,21.7,20.14585556,87
 06/23  10:15:00,21.55,20.18493158,88.5
 06/23  10:30:00,21.4,20.2213718,90
 06/23  10:45:00,21.25,20.2552113,91.5
 06/23  11:00:00,21.1,20.28649354,93
 06/23  11:15:00,20.975,20.25204326,93.75
 06/23  11:30:00,20.85,20.21676566,94.5
 06/23  11:45:00,20.725,20.18066231,95.25
 06/23  12:00:00,20.6,20.1437408,96
 06/23  12:15:00,20.45,19.99541147,96
 06/23  12:30:00,20.3,19.84708171,96
 06/23  12:45:00,20.15,19.69876149,96
 06/23  13:00:00,20,19.55044156,96
 06/23  13:15:00,20,19.37994784,94.5
 06/23  13:30:00,20,19.20840027,93
 06/23  13:45:00,20,19.0357809,91.5
 06/23  14:00:00,20,18.86207954,90
 06/23  14:15:00,20.15,19.00775849,90
 06/23  14:30:00,20.3,19.1534394,90
 06/23  14:45:00,20.45,19.29913117,90
 06/23  15:00:00,20.6,19.44482349,90
 06/23  15:15:00,20.6,19.44482349,90
 06/23  15:30:00,20.6,19.44482349,90
 06/23  15:45:00,20.6,19.44482349,90
 06/23  16:00:00,20.6,19.44482349,90
 06/23  16:15:00,20.725,19.38813242,88.5
 06/23  16:30:00,20.85,19.32914211,87
 06/23  16:45:00,20.975,19.26780581,85.5
 06/23  17:00:00,21.1,19.20409184,84
 06/23  17:15:00,21.1,19.11201297,83.25
 06/23  17:30:00,21.1,19.01963054,82.5
 06/23  17:45:00,21.1,18.92694882,81.75
 06/23  18:00:00,21.1,18.8339655,81
 06/23  18:15:00,20.975,18.71627702,81
 06/23  18:30:00,20.85,18.59859371,81
 06/23  18:45:00,20.725,18.48091189,81
 06/23  19:00:00,20.6,18.363243,81
 06/23  19:15:00,20.45,18.31334306,81.75
 06/23  19:30:00,20.3,18.26240072,82.5
 06/23  19:45:00,20.15,18.21043223,83.25
 06/23  20:00:00,20,18.15744414,84
 06/23  20:15:00,19.85,18.01472007,84
 06/23  20:30:00,19.7,17.87201427,84
 06/23  20:45:00,19.55,17.72930606,84
 06/23  21:00:00,19.4,17.58661166,84
 06/23  21:15:00,19.4,17.58676282,84
 06/23  21:30:00,19.4,17.58691824,84
 06/23  21:45:00,19.4,17.58707252,84
 06/23  22:00:00,19.4,17.58722603,84
 06/23  22:15:00,19.4,17.49922159,83.25
 06/23  22:30:00,19.4,17.41093521,82.5
 06/23  22:45:00,19.4,17.32235835,81.75
 06/23  23:00:00,19.4,17.23350198,81
 06/23  23:15:00,19.4,17.17410429,80.5
 06/23  23:30:00,19.4,17.11457675,80
 06/23  23:45:00,19.4,17.0549187,79.5
 06/23  24:00:00,19.4,16.99513082,79
 06/24  00:15:00,19.4,16.99533453,79
 06/24  00:30:00,19.4,16.99554368,79
 06/24  00:45:00,19.4,16.99575158,79
 06/24  01:00:00,19.4,16.99596476,79
 06/24  01:15:00,19.275,16.84895192,78.75
 06/24  01:30:00,19.15,16.70211404,78.5
 06/24  01:45:00,19.025,16.55545331,78.25
 06/24  02:00:00,18.9,16.40897259,78
 06/24  02:15:00,19.025,16.28684504,76
 06/24  02:30:00,19.15,16.16094044,74
 06/24  02:45:00,19.275,16.03118298,72
 06/24  03:00:00,19.4,15.89748762,70
 06/24  03:15:00,19.4,15.89717087,70
 06/24  03:30:00,19.4,15.89685954,70
 06/24  03:45:00,19.4,15.89654054,70
 06/24  04:00:00,19.4,15.89622685,70
 06/24  04:15:00,19.4,15.83419813,69.5
 06/24  04:30:00,19.4,15.77204783,69
 06/24  04:45:00,19.4,15.70976885,68.5
 06/24  05:00:00,19.4,15.64736796,68
 06/24  05:15:00,19.55,15.62400071,66.75
 06/24  05:30:00,19.7,15.59833573,65.5
 06/24  05:45:00,19.85,15.57032629,64.25
 06/24  06:00:00,20,15.53994032,63
 06/24  06:15:00,20.15,15.60610646,62.5
 06/24  06:30:00,20.3,15.67154008,62
 06/24  06:45:00,20.45,15.73622498,61.5
 06/24  07:00:00,20.6,15.80015463,61
 06/24  07:15:00,20.725,15.84121307,60.5
 06/24  07:30:00,20.85,15.8815871,60
 06/24  07:45:00,20.975,15.92127944,59.5
 06/24  08:00:00,21.1,15.96028637,59
 06/24  08:15:00,21.375,16.12789571,58.5
 06/24  08:30:00,21.65,16.29418512,58
 06/24  08:45:00,21.925,16.45915745,57.5
 06/24  09:00:00,22.2,16.62280111,57
 06/24  09:15:00,22.2,16.55072228,56.5
 06/24  09:30:00,22.2,16.47845555,56
 06/24  09:45:00,22.2,16.40600508,55.5
 06/24  10:00:00,22.2,16.33335853,55
 06/24  10:15:00,22.475,16.56541955,55
 06/24  10:30:00,22.75,16.7975057,55
 06/24  10:45:00,23.025,17.02961323,55
 06/24  11:00:00,23.3,17.26174014,55
 06/24  11:15:00,23.3,17.26174014,55
 06/24  11:30:00,23.3,17.26174014,55
 06/24  11:45:00,23.3,17.26174014,55
 06/24  12:00:00,23.3,17.26174014,55
 06/24  12:15:00,23.45,17.46378681,55.5
 06/24  12:30:00,23.6,17.66628809,56
 06/24  12:45:00,23.75,17.86925836,56.5
 06/24  13:00:00,23.9,18.07268751,57
 06/24  13:15:00,23.9,17.99641331,56.5
 06/24  13:30:00,23.9,17.91991538,56
 06/24  13:45:00,23.9,17.84318637,55.5
 06/24  14:00:00,23.9,17.76623092,55
 06/24  14:15:00,23.9,17.72740262,54.75
 06/24  14:30:00,23.9,17.68851309,54.5
 06/24  14:45:00,23.9,17.64956807,54.25
 06/24  15:00:00,23.9,17.61055521,54
 06/24  15:15:00,24.025,17.56105004,53
 06/24  15:30:00,24.15,17.50955636,52
 06/24  15:45:00,24.275,17.45603591,51
 06/24  16:00:00,24.4,17.4004555,50
 06/24  16:15:00,24.125,17.37208094,51.25
 06/24  16:30:00,23.85,17.33909335,52.5
 06/24  16:45:00,23.575,17.30159132,53.75
 06/24  17:00:00,23.3,17.2596669,55
 06/24  17:15:00,23.3,17.2596669,55
 06/24  17:30:00,23.3,17.2596669,55
 06/24  17:45:00,23.3,17.2596669,55
 06/24  18:00:00,23.3,17.2596669,55
 06/24  18:15:00,22.9,16.92203131,55
 06/24  18:30:00,22.5,16.58444118,55
 06/24  18:45:00,22.1,16.24689202,55
 06/24  19:00:00,21.7,15.90938224,55
 06/24  19:15:00,21.125,15.7044306,57
 06/24  19:30:00,20.55,15.48683516,59
 06/24  19:45:00,19.975,15.25701285,61
 06/24  20:00:00,19.4,15.01534472,63
 06/24  20:15:00,19.4,15.01574665,63
 06/24  20:30:00,19.4,15.0161541,63
 06/24  20:45:00,19.4,15.01656743,63
 06/24  21:00:00,19.4,15.0169726,63
 06/24  21:15:00,19.125,14.93441872,64.25
 06/24  21:30:00,18.85,14.84827153,65.5
 06/24  21:45:00,18.575,14.75860675,66.75
 06/24  22:00:00,18.3,14.66547778,68
 06/24  22:15:00,18.175,14.61379938,68.5
 06/24  22:30:00,18.05,14.56152326,69
 06/24  22:45:00,17.925,14.50866002,69.5
 06/24  23:00:00,17.8,14.45520719,70
 06/24  23:15:00,17.8,14.5441977,70.75
 06/24  23:30:00,17.8,14.63288871,71.5
 06/24  23:45:00,17.8,14.72128864,72.25
 06/24  24:00:00,17.8,14.80939914,73
 06/25  00:15:00,17.65,14.73033564,73.5
 06/25  00:30:00,17.5,14.65062318,74
 06/25  00:45:00,17.35,14.57026505,74.5
 06/25  01:00:00,17.2,14.48926104,75
 06/25  01:15:00,17.2,14.57426186,75.75
 06/25  01:30:00,17.2,14.65903071,76.5
 06/25  01:45:00,17.2,14.74355518,77.25
 06/25  02:00:00,17.2,14.82785,78
 06/25  02:15:00,16.8,14.59366233,79.25
 06/25  02:30:00,16.4,14.35544133,80.5
 06/25  02:45:00,16,14.11326073,81.75
 06/25  03:00:00,15.6,13.86716553,83
 06/25  03:15:00,15.725,13.98573326,83
 06/25  03:30:00,15.85,14.10429822,83
 06/25  03:45:00,15.975,14.22287169,83
 06/25  04:00:00,16.1,14.34144016,83
 06/25  04:15:00,15.975,14.22287169,83
 06/25  04:30:00,15.85,14.10429822,83
 06/25  04:45:00,15.725,13.98573326,83
 06/25  05:00:00,15.6,13.86716553,83
 06/25  05:15:00,16.425,14.59578065,82.5
 06/25  05:30:00,17.25,15.32167186,82
 06/25  05:45:00,18.075,16.04482485,81.5
 06/25  06:00:00,18.9,16.7652495,81
 06/25  06:15:00,19.725,16.8774107,75.5
 06/25  06:30:00,20.55,16.9415709,70
 06/25  06:45:00,21.375,16.95415545,64.5
 06/25  07:00:00,22.2,16.91107553,59
 06/25  07:15:00,22.35,16.89681998,58
 06/25  07:30:00,22.5,16.88054478,57
 06/25  07:45:00,22.65,16.86220795,56
 06/25  08:00:00,22.8,16.84177818,55
 06/25  08:15:00,22.925,16.83557846,54.25
 06/25  08:30:00,23.05,16.82807896,53.5
 06/25  08:45:00,23.175,16.81927744,52.75
 06/25  09:00:00,23.3,16.80915294,52
 06/25  09:15:00,23.45,17.01037936,52.5
 06/25  09:30:00,23.6,17.21209068,53
 06/25  09:45:00,23.75,17.41427655,53.5
 06/25  10:00:00,23.9,17.61695098,54
 06/25  10:15:00,24.025,17.41135679,52
 06/25  10:30:00,24.15,17.19988662,50
 06/25  10:45:00,24.275,16.98236797,48
 06/25  11:00:00,24.4,16.7586333,46
 06/25  11:15:00,24.275,16.82086382,47
 06/25  11:30:00,24.15,16.88090733,48
 06/25  11:45:00,24.025,16.93879199,49
 06/25  12:00:00,23.9,16.99455286,50
 06/25  12:15:00,24.025,17.25473485,51
 06/25  12:30:00,24.15,17.5151993,52
 06/25  12:45:00,24.275,17.77593831,53
 06/25  13:00:00,24.4,18.03693178,54
 06/25  13:15:00,24.4,18.03639923,54
 06/25  13:30:00,24.4,18.03587151,54
 06/25  13:45:00,24.4,18.03533696,54
 06/25  14:00:00,24.4,18.03480744,54
 06/25  14:15:00,24.275,17.96867353,54.25
 06/25  14:30:00,24.15,17.90221152,54.5
 06/25  14:45:00,24.025,17.8354193,54.75
 06/25  15:00:00,23.9,17.76829512,55
 06/25  15:15:00,23.75,17.71772611,55.5
 06/25  15:30:00,23.6,17.66628809,56
 06/25  15:45:00,23.45,17.61399572,56.5
 06/25  16:00:00,23.3,17.56083893,57
 06/25  16:15:00,23.3,17.41169974,56
 06/25  16:30:00,23.3,17.26174014,55
 06/25  16:45:00,23.3,17.11095878,54
 06/25  17:00:00,23.3,16.95934055,53
 06/25  17:15:00,23.3,17.22412287,54.75
 06/25  17:30:00,23.3,17.48636893,56.5
 06/25  17:45:00,23.3,17.74613401,58.25
 06/25  18:00:00,23.3,18.00344642,60
 06/25  18:15:00,22.9,18.01648652,62.5
 06/25  18:30:00,22.5,18.01678486,65
 06/25  18:45:00,22.1,18.00480952,67.5
 06/25  19:00:00,21.7,17.98100151,70
 06/25  19:15:00,21.425,17.89659991,71.25
 06/25  19:30:00,21.15,17.80872073,72.5
 06/25  19:45:00,20.875,17.71742939,73.75
 06/25  20:00:00,20.6,17.62276731,75
 06/25  20:15:00,20.45,17.57826213,75.75
 06/25  20:30:00,20.3,17.53264592,76.5
 06/25  20:45:00,20.15,17.48594827,77.25
 06/25  21:00:00,20,17.43817126,78
 06/25  21:15:00,20,17.62070622,79.5
 06/25  21:30:00,20,17.80203471,81
 06/25  21:45:00,20,17.98216469,82.5
 06/25  22:00:00,20,18.16111637,84
 06/25  22:15:00,20,18.16111637,84
 06/25  22:30:00,20,18.16111637,84
 06/25  22:45:00,20,18.16111637,84
 06/25  23:00:00,20,18.16111637,84
 06/25  23:15:00,20,18.16111637,84
 06/25  23:30:00,20,18.16111637,84
 06/25  23:45:00,20,18.16111637,84
 06/25  24:00:00,20,18.16111637,84
 06/26  00:15:00,19.85,18.19531614,85.5
 06/26  00:30:00,19.7,18.22696081,87
 06/26  00:45:00,19.55,18.25608041,88.5
 06/26  01:00:00,19.4,18.28273225,90
 06/26  01:15:00,19.275,18.16125622,90
 06/26  01:30:00,19.15,18.0397803,90
 06/26  01:45:00,19.025,17.9183129,90
 06/26  02:00:00,18.9,17.79684549,90
 06/26  02:15:00,18.9,17.79684549,90
 06/26  02:30:00,18.9,17.79684549,90
 06/26  02:45:00,18.9,17.79684549,90
 06/26  03:00:00,18.9,17.79684549,90
 06/26  03:15:00,18.9,17.79684549,90
 06/26  03:30:00,18.9,17.79684549,90
 06/26  03:45:00,18.9,17.79684549,90
 06/26  04:00:00,18.9,17.79684549,90
 06/26  04:15:00,18.75,17.65119711,90
 06/26  04:30:00,18.6,17.5055516,90
 06/26  04:45:00,18.45,17.359913,90
 06/26  05:00:00,18.3,17.21427051,90
 06/26  05:15:00,19.15,18.03959935,90
 06/26  05:30:00,20,18.86503493,90
 06/26  05:45:00,20.85,19.69057821,90
 06/26  06:00:00,21.7,20.51626215,90
 06/26  06:15:00,22.1,20.16135149,84
 06/26  06:30:00,22.5,19.77009958,78
 06/26  06:45:00,22.9,19.33984546,72
 06/26  07:00:00,23.3,18.86765442,66
 06/26  07:15:00,23.575,18.89732108,64.5
 06/26  07:30:00,23.85,18.92202073,63
 06/26  07:45:00,24.125,18.94163337,61.5
 06/26  08:00:00,24.4,18.95606124,60
 06/26  08:15:00,24.7,19.21596984,60
 06/26  08:30:00,25,19.47592111,60
 06/26  08:45:00,25.3,19.73592057,60
 06/26  09:00:00,25.6,19.99597323,60
 06/26  09:15:00,25.6,19.83950978,59
 06/26  09:30:00,25.6,19.68212681,58
 06/26  09:45:00,25.6,19.52382172,57
 06/26  10:00:00,25.6,19.36457341,56
 06/26  10:15:00,25.6,19.52382172,57
 06/26  10:30:00,25.6,19.68212681,58
 06/26  10:45:00,25.6,19.83950978,59
 06/26  11:00:00,25.6,19.99597323,60
 06/26  11:15:00,25.725,20.02596029,59.5
 06/26  11:30:00,25.85,20.05520432,59
 06/26  11:45:00,25.975,20.08368418,58.5
 06/26  12:00:00,26.1,20.11140807,58
 06/26  12:15:00,26.1,20.03128596,57.5
 06/26  12:30:00,26.1,19.9509194,57
 06/26  12:45:00,26.1,19.87031794,56.5
 06/26  13:00:00,26.1,19.78947401,56
 06/26  13:15:00,26.1,19.86983275,56.5
 06/26  13:30:00,26.1,19.94996148,57
 06/26  13:45:00,26.1,20.0298675,57.5
 06/26  14:00:00,26.1,20.10954643,58
 06/26  14:15:00,25.825,20.03183553,59
 06/26  14:30:00,25.55,19.95088075,60
 06/26  14:45:00,25.275,19.86676,61
 06/26  15:00:00,25,19.77951714,62
 06/26  15:15:00,25.15,19.83443501,61.5
 06/26  15:30:00,25.3,19.8885312,61
 06/26  15:45:00,25.45,19.94179896,60.5
 06/26  16:00:00,25.6,19.99422809,60
 06/26  16:15:00,25.45,20.09592813,61.5
 06/26  16:30:00,25.3,20.19382429,63
 06/26  16:45:00,25.15,20.2880124,64.5
 06/26  17:00:00,25,20.37856118,66
 06/26  17:15:00,24.725,20.49995708,68.5
 06/26  17:30:00,24.45,20.61119644,71
 06/26  17:45:00,24.175,20.71261206,73.5
 06/26  18:00:00,23.9,20.80455094,76
 06/26  18:15:00,23.9,20.80455094,76
 06/26  18:30:00,23.9,20.80455094,76
 06/26  18:45:00,23.9,20.80455094,76
 06/26  19:00:00,23.9,20.80455094,76
 06/26  19:15:00,23.625,20.54961627,76
 06/26  19:30:00,23.35,20.2947238,76
 06/26  19:45:00,23.075,20.03986383,76
 06/26  20:00:00,22.8,19.78502835,76
 06/26  20:15:00,22.65,19.64603995,76
 06/26  20:30:00,22.5,19.50706406,76
 06/26  20:45:00,22.35,19.36809144,76
 06/26  21:00:00,22.2,19.22913577,76
 06/26  21:15:00,22.075,19.21101155,76.75
 06/26  21:30:00,21.95,19.19189996,77.5
 06/26  21:45:00,21.825,19.17179954,78.25
 06/26  22:00:00,21.7,19.15073086,79
 06/26  22:15:00,21.55,19.07380037,79.5
 06/26  22:30:00,21.4,18.99622235,80
 06/26  22:45:00,21.25,18.91799357,80.5
 06/26  23:00:00,21.1,18.83911376,81
 06/26  23:15:00,20.975,18.81387368,81.75
 06/26  23:30:00,20.85,18.7877022,82.5
